"Date","Price","Open","High","Low","Vol.","Change %"
"May 13, 2019","1,207.57","1,215.63","1,221.53","1,206.96","-","-0.51%"
"May 10, 2019","1,213.79","1,228.82","1,229.69","1,210.67","-","-1.56%"
"May 08, 2019","1,233.05","1,234.93","1,239.86","1,229.01","-","-0.39%"
"May 07, 2019","1,237.86","1,245.91","1,247.95","1,234.93","-","-0.62%"
"May 06, 2019","1,245.59","1,243.52","1,245.59","1,228.15","-","-0.22%"
"May 03, 2019","1,248.39","1,239.21","1,250.79","1,239.21","-","0.84%"
"May 02, 2019","1,238.05","1,247.09","1,249.41","1,236.94","-","-0.83%"
"Apr 30, 2019","1,248.39","1,255.83","1,255.90","1,244.86","-","-0.52%"
"Apr 29, 2019","1,254.96","1,247.80","1,255.55","1,247.21","-","0.64%"
"Apr 26, 2019","1,247.01","1,247.64","1,248.29","1,239.97","-","0.08%"
"Apr 25, 2019","1,245.98","1,262.49","1,263.20","1,244.80","-","-1.42%"
"Apr 24, 2019","1,263.97","1,279.71","1,279.79","1,257.94","-","-1.08%"
"Apr 23, 2019","1,277.71","1,276.75","1,284.91","1,271.58","-","0.17%"
"Apr 22, 2019","1,275.59","1,262.64","1,276.98","1,262.64","-","1.17%"
"Apr 19, 2019","1,260.82","1,262.73","1,265.60","1,259.28","-","-0.12%"
"Apr 18, 2019","1,262.28","1,266.51","1,266.51","1,254.28","-","-0.26%"
"Apr 17, 2019","1,265.51","1,259.75","1,269.86","1,259.75","-","0.80%"
"Apr 16, 2019","1,255.45","1,248.56","1,258.53","1,244.73","-","0.68%"
"Apr 15, 2019","1,246.99","1,255.43","1,260.46","1,242.77","-","-0.51%"
"Apr 12, 2019","1,253.44","1,243.74","1,260.49","1,243.60","-","0.66%"
"Apr 11, 2019","1,245.17","1,262.78","1,266.08","1,245.17","-","-1.37%"
"Apr 10, 2019","1,262.48","1,248.22","1,263.61","1,245.10","-","1.13%"
"Apr 09, 2019","1,248.38","1,244.90","1,252.88","1,242.97","-","0.66%"
"Apr 08, 2019","1,240.16","1,225.74","1,240.16","1,225.74","-","1.17%"
"Apr 05, 2019","1,225.84","1,219.83","1,229.31","1,219.60","-","0.48%"
"Apr 04, 2019","1,219.94","1,222.00","1,224.00","1,214.70","-","-0.36%"
"Apr 03, 2019","1,224.35","1,220.99","1,232.64","1,220.99","-","0.67%"
"Apr 02, 2019","1,216.20","1,219.43","1,222.34","1,211.02","-","0.16%"
"Apr 01, 2019","1,214.29","1,199.31","1,217.68","1,199.31","-","1.35%"
"Mar 29, 2019","1,198.11","1,209.75","1,220.22","1,194.92","-","-0.76%"
"Mar 28, 2019","1,207.31","1,208.84","1,212.64","1,203.38","-","0.01%"
"Mar 27, 2019","1,207.23","1,228.29","1,229.43","1,207.23","-","-1.85%"
"Mar 26, 2019","1,229.96","1,228.32","1,236.19","1,223.80","-","0.13%"
"Mar 25, 2019","1,228.34","1,212.07","1,229.93","1,205.19","-","1.23%"
"Mar 22, 2019","1,213.40","1,237.00","1,240.14","1,209.14","-","-1.96%"
"Mar 21, 2019","1,237.68","1,235.79","1,243.70","1,234.02","-","0.93%"
"Mar 20, 2019","1,226.26","1,220.05","1,227.33","1,216.71","-","0.53%"
"Mar 19, 2019","1,219.78","1,216.26","1,223.33","1,214.40","-","0.53%"
"Mar 18, 2019","1,213.35","1,204.05","1,218.35","1,201.77","-","1.39%"
"Mar 15, 2019","1,196.75","1,182.78","1,196.75","1,182.78","-","1.25%"
"Mar 14, 2019","1,181.96","1,189.58","1,193.21","1,179.67","-","-0.60%"
"Mar 13, 2019","1,189.14","1,184.87","1,189.14","1,177.84","-","0.49%"
"Mar 12, 2019","1,183.34","1,179.20","1,188.37","1,178.78","-","0.56%"
"Mar 11, 2019","1,176.71","1,176.03","1,179.62","1,173.05","-","-0.24%"
"Mar 07, 2019","1,179.58","1,189.81","1,190.94","1,177.53","-","-1.00%"
"Mar 06, 2019","1,191.51","1,182.11","1,193.91","1,182.11","-","0.96%"
"Mar 05, 2019","1,180.15","1,184.68","1,185.65","1,177.37","-","-0.48%"
"Mar 04, 2019","1,185.83","1,184.34","1,190.28","1,182.72","-","-0.13%"
"Mar 01, 2019","1,187.35","1,188.80","1,194.47","1,184.46","-","-0.08%"
"Feb 28, 2019","1,188.28","1,191.84","1,192.34","1,181.14","-","-0.23%"
"Feb 27, 2019","1,191.01","1,196.57","1,199.77","1,183.38","-","-0.17%"
"Feb 26, 2019","1,193.07","1,196.90","1,196.90","1,186.28","-","-0.71%"
"Feb 25, 2019","1,201.57","1,200.37","1,210.88","1,195.12","-","0.26%"
"Feb 22, 2019","1,198.40","1,186.97","1,198.40","1,186.14","-","0.82%"
"Feb 21, 2019","1,188.60","1,194.38","1,199.71","1,184.50","-","-0.49%"
"Feb 20, 2019","1,194.40","1,179.37","1,194.85","1,179.37","-","1.77%"
"Feb 19, 2019","1,173.64","1,174.60","1,180.01","1,164.89","-","-0.29%"
"Feb 18, 2019","1,177.04","1,182.85","1,186.66","1,167.54","-","-0.04%"
"Feb 15, 2019","1,177.50","1,165.08","1,178.00","1,165.08","-","1.83%"
"Feb 14, 2019","1,156.31","1,169.05","1,174.19","1,151.95","-","-2.90%"
"Feb 13, 2019","1,190.79","1,212.00","1,215.48","1,190.60","-","-2.03%"
"Feb 12, 2019","1,215.47","1,201.34","1,218.83","1,201.34","-","1.18%"
"Feb 11, 2019","1,201.33","1,198.87","1,209.81","1,198.81","-","0.14%"
"Feb 08, 2019","1,199.65","1,199.00","1,201.41","1,189.57","-","-0.04%"
"Feb 07, 2019","1,200.14","1,213.51","1,213.51","1,197.06","-","-1.29%"
"Feb 06, 2019","1,215.83","1,222.94","1,225.08","1,214.56","-","-0.63%"
"Feb 05, 2019","1,223.48","1,212.45","1,226.56","1,212.33","-","1.02%"
"Feb 04, 2019","1,211.15","1,213.36","1,219.09","1,209.20","-","-0.01%"
"Feb 01, 2019","1,211.23","1,213.70","1,218.41","1,205.11","-","-0.27%"
"Jan 31, 2019","1,214.45","1,210.89","1,224.55","1,210.89","-","1.29%"
"Jan 30, 2019","1,198.99","1,190.83","1,200.09","1,187.66","-","0.64%"
"Jan 29, 2019","1,191.38","1,176.95","1,192.79","1,169.06","-","1.06%"
"Jan 28, 2019","1,178.91","1,192.98","1,196.78","1,175.12","-","-1.10%"
"Jan 25, 2019","1,192.02","1,190.70","1,193.29","1,181.79","-","0.33%"
"Jan 24, 2019","1,188.15","1,187.07","1,191.50","1,179.74","-","0.14%"
"Jan 23, 2019","1,186.51","1,168.49","1,186.61","1,167.86","-","1.43%"
"Jan 22, 2019","1,169.79","1,170.32","1,170.32","1,161.91","-","-0.11%"
"Jan 21, 2019","1,171.09","1,175.84","1,178.44","1,171.09","-","-0.45%"
"Jan 18, 2019","1,176.42","1,164.95","1,176.42","1,163.38","-","1.67%"
"Jan 17, 2019","1,157.06","1,156.42","1,157.89","1,148.25","-","0.35%"
"Jan 16, 2019","1,152.99","1,148.09","1,155.09","1,146.20","-","0.43%"
"Jan 15, 2019","1,148.03","1,146.97","1,155.03","1,139.16","-","0.08%"
"Jan 14, 2019","1,147.16","1,148.29","1,148.29","1,132.28","-","-0.14%"
"Jan 11, 2019","1,148.75","1,146.76","1,153.31","1,140.39","-","0.56%"
"Jan 10, 2019","1,142.32","1,139.22","1,142.32","1,129.15","-","0.60%"
"Jan 09, 2019","1,135.51","1,127.09","1,137.15","1,124.42","-","1.12%"
"Jan 08, 2019","1,122.90","1,116.61","1,127.70","1,114.38","-","0.44%"
"Jan 04, 2019","1,118.03","1,090.96","1,118.03","1,090.96","-","2.87%"
"Jan 03, 2019","1,086.80","1,069.39","1,093.22","1,063.63","-","1.69%"
"Dec 29, 2018","1,068.72","1,068.72","1,068.72","1,068.72","-","0.24%"
"Dec 28, 2018","1,066.13","1,055.08","1,076.81","1,055.08","-","0.90%"
"Dec 27, 2018","1,056.61","1,062.31","1,073.76","1,052.68","-","0.33%"
"Dec 26, 2018","1,053.17","1,051.55","1,056.26","1,045.30","-","0.43%"
"Dec 25, 2018","1,048.71","1,064.93","1,064.93","1,033.31","-","-2.00%"
"Dec 24, 2018","1,070.09","1,073.14","1,080.16","1,066.36","-","-0.66%"
"Dec 21, 2018","1,077.17","1,084.41","1,089.88","1,070.98","-","-0.58%"
"Dec 20, 2018","1,083.47","1,096.71","1,097.63","1,081.28","-","-1.47%"
"Dec 19, 2018","1,099.63","1,099.17","1,103.49","1,089.10","-","-0.58%"
"Dec 18, 2018","1,106.05","1,110.35","1,110.35","1,095.48","-","-0.66%"
"Dec 17, 2018","1,113.44","1,115.54","1,126.93","1,111.01","-","-0.27%"
"Dec 14, 2018","1,116.50","1,130.53","1,130.53","1,111.79","-","-1.14%"
"Dec 13, 2018","1,129.35","1,123.60","1,131.41","1,120.95","-","0.32%"
"Dec 12, 2018","1,125.78","1,135.59","1,136.97","1,122.18","-","-0.79%"
"Dec 11, 2018","1,134.71","1,133.23","1,143.15","1,127.72","-","-0.16%"
"Dec 10, 2018","1,136.50","1,151.15","1,156.63","1,135.39","-","-1.85%"
"Dec 07, 2018","1,157.94","1,137.65","1,163.61","1,134.73","-","2.10%"
"Dec 06, 2018","1,134.07","1,154.13","1,154.13","1,121.57","-","-1.64%"
"Dec 05, 2018","1,153.00","1,142.93","1,153.00","1,135.75","-","-0.25%"
"Dec 04, 2018","1,155.88","1,156.01","1,160.50","1,150.16","-","0.15%"
"Dec 03, 2018","1,154.18","1,131.70","1,162.72","1,131.70","-","2.49%"
"Nov 30, 2018","1,126.14","1,139.27","1,139.71","1,119.50","-","-1.33%"
"Nov 29, 2018","1,141.30","1,123.14","1,146.22","1,123.14","-","2.50%"
"Nov 28, 2018","1,113.46","1,099.75","1,116.23","1,096.28","-","1.35%"
"Nov 27, 2018","1,098.59","1,085.12","1,101.96","1,085.12","-","1.33%"
"Nov 26, 2018","1,084.17","1,115.68","1,116.90","1,072.69","-","-2.64%"
"Nov 23, 2018","1,113.52","1,136.94","1,136.94","1,110.36","-","-2.18%"
"Nov 22, 2018","1,138.38","1,131.27","1,140.72","1,127.02","-","0.97%"
"Nov 21, 2018","1,127.42","1,113.72","1,131.05","1,112.38","-","0.95%"
"Nov 20, 2018","1,116.85","1,139.97","1,139.97","1,107.43","-","-1.66%"
"Nov 19, 2018","1,135.71","1,134.05","1,143.11","1,131.08","-","0.07%"
"Nov 16, 2018","1,134.93","1,140.12","1,145.80","1,130.46","-","0.34%"
"Nov 15, 2018","1,131.13","1,119.54","1,134.79","1,119.54","-","1.24%"
"Nov 14, 2018","1,117.26","1,095.60","1,117.26","1,088.13","-","1.56%"
"Nov 13, 2018","1,100.05","1,108.92","1,117.66","1,100.05","-","-1.32%"
"Nov 12, 2018","1,114.75","1,113.74","1,130.97","1,113.74","-","-0.59%"
"Nov 09, 2018","1,121.38","1,145.07","1,145.07","1,113.52","-","-2.93%"
"Nov 08, 2018","1,155.27","1,161.99","1,168.55","1,152.64","-","-0.77%"
"Nov 07, 2018","1,164.27","1,148.73","1,164.84","1,140.01","-","1.14%"
"Nov 06, 2018","1,151.14","1,133.18","1,154.98","1,133.18","-","1.44%"
"Nov 02, 2018","1,134.80","1,133.24","1,142.77","1,130.51","-","0.30%"
"Nov 01, 2018","1,131.38","1,125.14","1,135.72","1,119.49","-","0.46%"
"Oct 31, 2018","1,126.21","1,108.26","1,126.21","1,108.26","-","1.89%"
"Oct 30, 2018","1,105.33","1,105.82","1,111.05","1,094.54","-","-0.65%"
"Oct 29, 2018","1,112.61","1,097.96","1,115.70","1,092.71","-","1.30%"
"Oct 26, 2018","1,098.31","1,118.40","1,118.40","1,087.74","-","-2.00%"
"Oct 25, 2018","1,120.69","1,114.26","1,122.11","1,105.33","-","-0.39%"
"Oct 24, 2018","1,125.08","1,111.42","1,134.12","1,108.37","-","1.65%"
"Oct 23, 2018","1,106.82","1,111.93","1,118.89","1,103.17","-","-0.87%"
"Oct 22, 2018","1,116.56","1,129.07","1,140.54","1,116.30","-","-0.92%"
"Oct 19, 2018","1,126.97","1,139.87","1,141.90","1,124.78","-","-1.16%"
"Oct 18, 2018","1,140.17","1,158.69","1,158.69","1,137.65","-","-1.95%"
"Oct 17, 2018","1,162.79","1,168.53","1,173.84","1,153.94","-","-0.26%"
"Oct 16, 2018","1,165.87","1,145.53","1,166.65","1,144.30","-","1.67%"
"Oct 15, 2018","1,146.72","1,146.14","1,155.89","1,139.66","-","0.47%"
"Oct 12, 2018","1,141.35","1,127.46","1,149.43","1,127.46","-","1.54%"
"Oct 11, 2018","1,124.08","1,123.66","1,132.36","1,112.49","-","-1.69%"
"Oct 10, 2018","1,143.35","1,162.79","1,169.85","1,139.25","-","-1.39%"
"Oct 09, 2018","1,159.47","1,163.93","1,175.98","1,156.38","-","0.11%"
"Oct 08, 2018","1,158.25","1,159.20","1,165.35","1,147.46","-","-0.09%"
"Oct 05, 2018","1,159.33","1,155.59","1,168.29","1,151.78","-","-0.12%"
"Oct 04, 2018","1,160.76","1,192.06","1,192.21","1,159.32","-","-2.95%"
"Oct 03, 2018","1,196.03","1,178.97","1,200.14","1,178.97","-","1.22%"
"Oct 02, 2018","1,181.61","1,200.10","1,202.16","1,175.73","-","-0.81%"
"Oct 01, 2018","1,191.28","1,192.55","1,199.18","1,180.96","-","-0.06%"
"Sep 28, 2018","1,192.04","1,184.86","1,192.04","1,175.11","-","0.35%"
"Sep 27, 2018","1,187.88","1,160.29","1,187.88","1,158.76","-","2.33%"
"Sep 26, 2018","1,160.78","1,169.32","1,174.15","1,156.13","-","-0.71%"
"Sep 25, 2018","1,169.04","1,163.88","1,170.45","1,156.59","-","0.52%"
"Sep 24, 2018","1,162.98","1,150.93","1,163.85","1,150.75","-","1.17%"
"Sep 21, 2018","1,149.53","1,141.45","1,149.53","1,136.17","-","0.78%"
"Sep 20, 2018","1,140.65","1,134.06","1,156.22","1,133.03","-","0.58%"
"Sep 19, 2018","1,134.10","1,124.80","1,136.78","1,122.49","-","0.99%"
"Sep 18, 2018","1,123.03","1,098.81","1,123.03","1,098.81","-","2.14%"
"Sep 17, 2018","1,099.50","1,093.15","1,099.74","1,086.34","-","0.44%"
"Sep 14, 2018","1,094.73","1,088.94","1,097.36","1,080.80","-","0.94%"
"Sep 13, 2018","1,084.54","1,067.83","1,098.44","1,067.83","-","1.23%"
"Sep 12, 2018","1,071.32","1,061.70","1,074.79","1,056.55","-","1.46%"
"Sep 11, 2018","1,055.90","1,042.98","1,056.64","1,040.89","-","1.19%"
"Sep 10, 2018","1,043.46","1,046.73","1,052.54","1,040.30","-","-0.67%"
"Sep 07, 2018","1,050.51","1,056.02","1,063.19","1,048.86","-","-0.37%"
"Sep 06, 2018","1,054.36","1,070.76","1,079.45","1,053.39","-","-1.36%"
"Sep 05, 2018","1,068.88","1,078.99","1,079.82","1,068.88","-","-1.23%"
"Sep 04, 2018","1,082.21","1,086.16","1,088.55","1,074.73","-","-0.27%"
"Sep 03, 2018","1,085.19","1,093.34","1,094.03","1,082.40","-","-0.65%"
"Aug 31, 2018","1,092.29","1,074.87","1,096.09","1,069.86","-","1.56%"
"Aug 30, 2018","1,075.55","1,090.56","1,094.07","1,072.95","-","-0.87%"
"Aug 29, 2018","1,085.01","1,075.32","1,085.01","1,070.79","-","0.62%"
"Aug 28, 2018","1,078.28","1,079.50","1,085.93","1,075.30","-","-0.54%"
"Aug 27, 2018","1,084.13","1,071.46","1,084.92","1,068.58","-","1.85%"
"Aug 24, 2018","1,064.46","1,043.56","1,066.25","1,040.73","-","1.96%"
"Aug 23, 2018","1,043.99","1,062.29","1,066.61","1,042.11","-","-2.00%"
"Aug 22, 2018","1,065.34","1,075.29","1,076.13","1,055.93","-","-0.63%"
"Aug 21, 2018","1,072.12","1,067.64","1,074.10","1,056.52","-","0.64%"
"Aug 20, 2018","1,065.34","1,064.75","1,069.15","1,061.56","-","1.20%"
"Aug 17, 2018","1,052.74","1,066.10","1,069.19","1,048.67","-","-1.29%"
"Aug 16, 2018","1,066.51","1,062.11","1,070.29","1,058.39","-","1.07%"
"Aug 15, 2018","1,055.24","1,083.39","1,083.85","1,047.95","-","-2.43%"
"Aug 14, 2018","1,081.50","1,067.88","1,086.01","1,065.19","-","2.05%"
"Aug 13, 2018","1,059.76","1,053.67","1,069.55","1,039.29","-","0.27%"
